0.043805,-2.2809
-1.1922,-0.41001
-3.8935,-1.7746
-1.9055,-1.0396
-1.8674,-1.2682
-4.4794,4.4869
0.522,-4.5204
-0.59525,-1.8863
-0.16289,-1.3961
-0.63594,-0.94376
